,BRK-B,ARKK,VTV,MTUM,QUAL,IWM,USMV,Project-1 multi-asset portfolio
2018-03-31,-0.03845869369887913,-0.04617680126919512,-0.025817428437104238,-0.035727588767113926,-0.014168290736577126,0.01097477585656046,-0.0038237205032588747,-0.006265626491739694
2018-04-30,-0.03022494547399905,-0.0008879503785154551,0.002767389697889989,0.003604058692009483,-0.014457776411273703,0.008413915606206036,0.0007180676443366409,-0.004182196434651052
2018-05-31,-0.01275599544087329,0.11090484118034245,0.00468060723791759,0.03307612961216651,0.02555090920049559,0.060235484544447784,0.008592421984700517,0.012780384653521116
2018-06-30,-0.026879062882654667,0.033098634349061865,0.0006476445287662681,-0.0021148003627197588,-0.0014316420617316737,0.004744080782475747,0.015557058908316336,-0.003133105810847957
2018-07-31,0.05851251855130362,-0.011159888652190707,0.044918787403102116,0.015993407648679226,0.03554803727267047,0.01489015301200074,0.031319873148710146,0.013430021439161655
2018-08-31,0.05323401410653377,0.11400054477697301,0.017357929291800956,0.05707606959367389,0.0357194503099048,0.04150604112934291,0.02899556587691725,0.011551402531476285
2018-09-30,0.024324067449813136,-0.048984909820304734,0.004738208057097961,0.007686850520078727,0.009176383141811963,-0.024750023249439035,0.01093666677335753,-0.005962014792340096
2018-10-31,-0.043140492297807795,-0.10244929084028641,-0.05168341379399853,-0.10047165431899506,-0.07758904250646324,-0.11177846934725576,-0.042397550033481765,-0.04720190025554437
2018-11-30,0.061333314453108766,0.04211741518126135,0.03090914255387769,0.012370033250111125,0.0074183192322286005,0.015463625767988345,0.03054044936344427,0.013184516449370267
2018-12-31,-0.06632454391261099,-0.13834727539176606,-0.09332909484493511,-0.07704477661777386,-0.08661075544534878,-0.12162179596704713,-0.06878075953199723,-0.03280640880181761
2019-01-31,0.004560792727674947,0.15546938793480058,0.06742545582052982,0.062451247293558325,0.08036444590944879,0.11111931045558697,0.0543885508827111,0.05462451539707435
2019-02-28,-0.022428541271150435,0.07973308529653991,0.02683676546461158,0.03212691438605544,0.04176790523853182,0.04999086668104848,0.0364948281600719,0.0101321527276115
2019-03-31,-0.0039367792145735695,0.0017512383971145646,0.0037720468056807862,0.019271207855802622,0.023425777387974037,-0.022833101181302204,0.025237103526419183,0.020648759080618376
